Time Ch1 Ch2	
1.871E-3	0.22000	-0.00800
1.872E-3	0.22000	-0.00800
1.872E-3	0.24000	-0.02000
1.872E-3	0.21000	-0.01600
1.873E-3	0.24000	-0.02000
1.873E-3	0.24000	-0.01200
1.874E-3	0.23000	-0.02000
1.874E-3	0.22000	-0.00400
1.874E-3	0.22000	0.00800
1.875E-3	0.24000	-0.00400
1.875E-3	0.23000	-0.00400
1.876E-3	0.22000	0.00400
1.876E-3	0.26000	-0.00400
1.876E-3	0.25000	-0.02000
1.877E-3	0.24000	-0.02800
1.877E-3	0.21000	-0.01600
1.878E-3	0.24000	-0.02400
1.878E-3	0.25000	-0.02000
1.878E-3	0.21000	-0.02800
1.879E-3	0.24000	-0.03200
1.879E-3	0.22000	-0.04000
1.880E-3	0.24000	-0.04000
1.880E-3	0.21000	-0.03200
1.880E-3	0.23000	-0.03200
1.881E-3	0.25000	-0.00400
1.881E-3	0.23000	-0.02000
1.882E-3	0.21000	-0.02800
1.882E-3	0.26000	-0.02800
1.882E-3	0.23000	-0.01600
1.883E-3	0.26000	-0.00800
1.883E-3	0.23000	-0.00400
1.884E-3	0.21000	-0.00400
1.884E-3	0.22000	-0.01200
1.884E-3	0.26000	-0.02000
1.885E-3	0.23000	-0.01200
1.885E-3	0.24000	-0.02800
1.886E-3	0.21000	-0.03600
1.886E-3	0.22000	-0.03600
1.886E-3	0.24000	-0.02400
1.887E-3	0.26000	-0.02400
1.887E-3	0.23000	-0.00800
1.888E-3	0.24000	0.00000
1.888E-3	0.23000	-0.01200
1.888E-3	0.21000	-0.02000
1.889E-3	0.24000	-0.01600
1.889E-3	0.22000	-0.03200
1.890E-3	0.22000	-0.03200
1.890E-3	0.24000	-0.01600
1.890E-3	0.23000	-0.02000
1.891E-3	0.23000	-0.02800
1.891E-3	0.25000	-0.04400
1.892E-3	0.23000	-0.04000
1.892E-3	0.23000	-0.05200
1.892E-3	0.23000	-0.04800
1.893E-3	0.23000	-0.03200
1.893E-3	0.21000	-0.03600
1.894E-3	0.24000	-0.03200
1.894E-3	0.23000	-0.02400
1.894E-3	0.23000	-0.01600
1.895E-3	0.24000	-0.00800
1.895E-3	0.25000	-0.01200
1.896E-3	0.23000	-0.04400
1.896E-3	0.24000	-0.03200
1.896E-3	0.21000	-0.02000
1.897E-3	0.22000	-0.01200
1.897E-3	0.24000	-0.02000
1.898E-3	0.23000	-0.02000
1.898E-3	0.21000	-0.01200
1.898E-3	0.24000	-0.01600
1.899E-3	0.23000	-0.00800
1.899E-3	0.24000	-0.03600
1.900E-3	0.22000	-0.04000
1.900E-3	0.22000	-0.02800
1.900E-3	0.24000	-0.01600
1.901E-3	0.22000	-0.01600
1.901E-3	0.23000	-0.01600
1.902E-3	0.21000	-0.01200
1.902E-3	0.24000	0.00800
1.902E-3	0.23000	0.00800
1.903E-3	0.22000	0.00000
1.903E-3	0.24000	-0.01200
1.904E-3	0.23000	-0.01600
1.904E-3	0.24000	-0.02400
1.904E-3	0.23000	-0.03200
1.905E-3	0.23000	-0.05600
1.905E-3	0.24000	-0.04800
1.906E-3	0.22000	-0.03200
1.906E-3	0.22000	-0.04400
1.906E-3	0.23000	-0.03600
1.907E-3	0.23000	-0.03600
1.907E-3	0.23000	-0.02400
1.908E-3	0.23000	-0.01600
1.908E-3	0.23000	-0.02000
1.908E-3	0.23000	-0.02400
1.909E-3	0.21000	-0.01600
1.909E-3	0.24000	-0.00400
1.910E-3	0.24000	-0.00400
1.910E-3	0.23000	-0.01200
1.910E-3	0.23000	-0.02800
1.911E-3	0.22000	-0.02400
1.911E-3	0.23000	-0.04000
1.912E-3	0.23000	-0.02400
1.912E-3	0.23000	-0.02000
1.912E-3	0.24000	-0.00800
1.913E-3	0.24000	-0.02000
1.913E-3	0.21000	-0.02400
1.914E-3	0.26000	-0.03200
1.914E-3	0.23000	-0.02400
1.914E-3	0.22000	-0.02800
1.915E-3	0.24000	-0.03600
1.915E-3	0.22000	-0.04400
1.916E-3	0.24000	-0.03200
1.916E-3	0.23000	-0.02800
1.916E-3	0.24000	-0.00800
1.917E-3	0.26000	-0.02000
1.917E-3	0.21000	-0.02000
1.918E-3	0.23000	-0.01600
1.918E-3	0.24000	-0.02000
1.918E-3	0.24000	-0.02000
1.919E-3	0.21000	-0.02400
1.919E-3	0.21000	-0.02800
1.920E-3	0.24000	-0.03600
1.920E-3	0.22000	-0.02800
1.920E-3	0.22000	-0.03600
1.921E-3	0.24000	-0.03600
1.921E-3	0.25000	-0.01600
1.922E-3	0.23000	-0.01600
1.922E-3	0.24000	-0.02800
1.922E-3	0.24000	-0.02400
1.923E-3	0.23000	-0.04400
1.923E-3	0.21000	-0.03200
1.924E-3	0.22000	-0.02000
1.924E-3	0.21000	-0.01200
1.924E-3	0.24000	-0.02000
1.925E-3	0.23000	-0.00800
1.925E-3	0.21000	-0.01600
1.926E-3	0.24000	-0.02800
1.926E-3	0.23000	-0.03200
1.926E-3	0.24000	-0.03200
1.927E-3	0.24000	-0.02400
1.927E-3	0.22000	-0.02000
1.928E-3	0.24000	-0.00400
1.928E-3	0.23000	-0.02000
1.928E-3	0.21000	-0.00800
1.929E-3	0.24000	-0.00400
1.929E-3	0.24000	0.00000
1.930E-3	0.21000	0.00000
1.930E-3	0.24000	-0.01200
1.930E-3	0.23000	-0.00800
1.931E-3	0.23000	-0.02000
1.931E-3	0.23000	-0.02000
1.932E-3	0.21000	-0.01600
1.932E-3	0.24000	-0.04400
1.932E-3	0.24000	-0.02400
1.933E-3	0.23000	-0.00800
1.933E-3	0.22000	-0.02000
1.934E-3	0.24000	-0.02000
1.934E-3	0.21000	-0.00800
1.934E-3	0.24000	-0.00400
1.935E-3	0.22000	0.00000
1.935E-3	0.22000	-0.00400
1.936E-3	0.23000	-0.01200
1.936E-3	0.23000	-0.01600
1.936E-3	0.21000	-0.00800
1.937E-3	0.21000	-0.00400
1.937E-3	0.24000	0.00800
1.938E-3	0.22000	0.00800
1.938E-3	0.21000	-0.02000
1.938E-3	0.21000	-0.03600
1.939E-3	0.24000	-0.03200
1.939E-3	0.23000	-0.02000
1.940E-3	0.23000	-0.02400
1.940E-3	0.25000	-0.02400
1.940E-3	0.23000	-0.00800
1.941E-3	0.23000	-0.01200
1.941E-3	0.21000	-0.02000
1.942E-3	0.22000	0.00800
1.942E-3	0.24000	0.00800
1.942E-3	0.25000	0.00000
1.943E-3	0.21000	-0.00400
1.943E-3	0.24000	-0.00400
1.944E-3	0.23000	-0.00400
1.944E-3	0.22000	-0.00800
1.944E-3	0.22000	-0.02000
1.945E-3	0.21000	-0.00800
1.945E-3	0.24000	0.00000
1.946E-3	0.21000	0.00000
1.946E-3	0.22000	-0.00400
1.946E-3	0.24000	-0.01200
1.947E-3	0.24000	-0.01200
1.947E-3	0.23000	-0.01200
1.948E-3	0.24000	-0.00800
1.948E-3	0.24000	-0.02000
1.948E-3	0.23000	-0.01600
1.949E-3	0.21000	-0.01600
1.949E-3	0.24000	-0.02000
1.950E-3	0.21000	-0.00800
1.950E-3	0.24000	-0.02000
1.950E-3	0.26000	0.00000
1.951E-3	0.21000	-0.00400
1.951E-3	0.26000	0.01600
1.952E-3	0.23000	0.01600
1.952E-3	0.23000	-0.01200
1.952E-3	0.23000	-0.02000
1.953E-3	0.21000	-0.02400
1.953E-3	0.24000	-0.01600
1.954E-3	0.26000	-0.00400
1.954E-3	0.21000	0.00000
1.954E-3	0.24000	0.00800
1.955E-3	0.23000	-0.00400
1.955E-3	0.23000	-0.02000
1.956E-3	0.24000	-0.02400
1.956E-3	0.21000	-0.00800
1.956E-3	0.24000	0.00000
1.957E-3	0.21000	-0.00800
1.957E-3	0.24000	-0.01200
1.958E-3	0.22000	0.00800
1.958E-3	0.22000	-0.02000
1.958E-3	0.22000	-0.01600
1.959E-3	0.24000	-0.00800
1.959E-3	0.23000	-0.01200
1.960E-3	0.23000	-0.02800
1.960E-3	0.24000	-0.04000
1.960E-3	0.21000	-0.03200
1.961E-3	0.24000	-0.02400
1.961E-3	0.25000	-0.02000
1.962E-3	0.21000	-0.00400
1.962E-3	0.24000	-0.01200
1.962E-3	0.21000	0.00800
1.963E-3	0.22000	0.01200
1.963E-3	0.24000	0.00800
1.964E-3	0.22000	0.00400
1.964E-3	0.24000	-0.00400
1.964E-3	0.23000	-0.00400
1.965E-3	0.21000	-0.01200
1.965E-3	0.26000	-0.01200
1.966E-3	0.23000	-0.02800
1.966E-3	0.23000	-0.01600
1.966E-3	0.23000	-0.02400
1.967E-3	0.23000	-0.02000
1.967E-3	0.25000	-0.01600
1.968E-3	0.23000	-0.02000
1.968E-3	0.24000	-0.01200
1.968E-3	0.21000	-0.02400
1.969E-3	0.24000	-0.01200
1.969E-3	0.22000	0.01600
1.970E-3	0.26000	-0.00400
1.970E-3	0.23000	-0.01600
1.970E-3	0.23000	-0.00400
1.971E-3	0.24000	-0.00400
1.971E-3	0.25000	0.01200
1.972E-3	0.23000	0.00800
1.972E-3	0.21000	0.00800
1.972E-3	0.23000	-0.00400
1.973E-3	0.21000	-0.01200
1.973E-3	0.24000	0.00400
1.974E-3	0.24000	-0.02000
1.974E-3	0.22000	-0.01600
1.974E-3	0.24000	-0.02000
1.975E-3	0.23000	-0.01200
1.975E-3	0.25000	-0.02800
1.976E-3	0.23000	0.00000
1.976E-3	0.25000	0.00000
1.976E-3	0.23000	-0.00800
1.977E-3	0.23000	-0.01600
1.977E-3	0.23000	-0.01600
1.978E-3	0.25000	-0.02000
1.978E-3	0.23000	0.00000
1.978E-3	0.23000	0.00400
1.979E-3	0.22000	-0.00400
1.979E-3	0.22000	-0.00800
1.980E-3	0.24000	-0.03200
1.980E-3	0.21000	-0.03600
1.980E-3	0.22000	-0.01600
1.981E-3	0.24000	-0.01200
1.981E-3	0.23000	0.00800
1.982E-3	0.25000	0.01200
1.982E-3	0.25000	0.01200
1.982E-3	0.23000	-0.00400
1.983E-3	0.22000	-0.00800
1.983E-3	0.24000	-0.01200
1.984E-3	0.23000	-0.02000
1.984E-3	0.24000	-0.02400
1.984E-3	0.23000	-0.02400
1.985E-3	0.23000	-0.00800
1.985E-3	0.23000	-0.02000
1.986E-3	0.21000	-0.02800
1.986E-3	0.22000	-0.02400
1.986E-3	0.24000	-0.00800
1.987E-3	0.21000	-0.00800
1.987E-3	0.24000	0.00800
1.988E-3	0.24000	0.01200
1.988E-3	0.23000	0.01600
1.988E-3	0.23000	-0.01200
1.989E-3	0.23000	-0.01600
1.989E-3	0.22000	-0.02400
1.990E-3	0.24000	-0.02400
1.990E-3	0.23000	-0.04400
1.990E-3	0.24000	-0.01600
1.991E-3	0.21000	0.00000
1.991E-3	0.24000	-0.01200
1.992E-3	0.21000	-0.00800
1.992E-3	0.24000	-0.01200
1.992E-3	0.21000	0.00000
1.993E-3	0.26000	0.00000
1.993E-3	0.25000	0.00800
1.994E-3	0.21000	0.00400
1.994E-3	0.22000	0.00000
1.994E-3	0.24000	-0.02800
1.995E-3	0.24000	-0.00800
1.995E-3	0.23000	-0.01200
1.996E-3	0.23000	-0.02000
1.996E-3	0.23000	-0.01200
1.996E-3	0.21000	-0.00400
1.997E-3	0.24000	-0.00800
1.997E-3	0.21000	0.00000
1.998E-3	0.23000	-0.00400
1.998E-3	0.21000	-0.02400
1.998E-3	0.25000	-0.02000
1.999E-3	0.25000	-0.02000
1.999E-3	0.23000	-0.02800
2.000E-3	0.23000	-0.03200
2.000E-3	0.23000	-0.03200
2.000E-3	0.25000	-0.02000
2.001E-3	0.23000	-0.02400
2.001E-3	0.24000	-0.00800
2.002E-3	0.24000	0.00800
2.002E-3	0.21000	0.00400
2.002E-3	0.24000	-0.02000
2.003E-3	0.21000	-0.02000
2.003E-3	0.24000	-0.02000
2.004E-3	0.23000	-0.02000
2.004E-3	0.23000	0.00000
2.004E-3	0.21000	-0.00400
2.005E-3	0.24000	0.00000
2.005E-3	0.22000	-0.00800
2.006E-3	0.24000	0.00000
2.006E-3	0.23000	-0.01200
2.006E-3	0.24000	0.00000
2.007E-3	0.26000	0.00000
2.007E-3	0.23000	-0.02000
2.008E-3	0.23000	-0.01600
2.008E-3	0.22000	-0.00800
2.008E-3	0.24000	0.00000
2.009E-3	0.23000	-0.01200
2.009E-3	0.24000	-0.01600
2.010E-3	0.23000	-0.02800
2.010E-3	0.23000	-0.04400
2.010E-3	0.23000	-0.02400
2.011E-3	0.21000	0.00000
2.011E-3	0.22000	-0.00400
2.012E-3	0.24000	-0.01200
2.012E-3	0.23000	0.00800
2.012E-3	0.22000	0.01600
2.013E-3	0.22000	0.00400
2.013E-3	0.24000	0.00800
2.014E-3	0.24000	-0.00400
2.014E-3	0.21000	-0.01200
2.014E-3	0.21000	-0.02000
2.015E-3	0.24000	-0.02800
2.015E-3	0.21000	-0.03200
2.016E-3	0.22000	-0.02000
2.016E-3	0.22000	-0.02000
2.016E-3	0.24000	-0.01600
2.017E-3	0.21000	-0.02400
2.017E-3	0.24000	0.00000
2.018E-3	0.24000	-0.00400
2.018E-3	0.23000	-0.01600
2.018E-3	0.23000	-0.02400
2.019E-3	0.24000	-0.01600
2.019E-3	0.23000	-0.01200
2.020E-3	0.25000	-0.01200
2.020E-3	0.21000	-0.02800
2.020E-3	0.24000	-0.04000
2.021E-3	0.21000	-0.02000
2.021E-3	0.24000	-0.00800
2.022E-3	0.23000	-0.01600
2.022E-3	0.24000	-0.01600
2.022E-3	0.23000	-0.02000
2.023E-3	0.21000	-0.02400
2.023E-3	0.24000	-0.00800
2.024E-3	0.23000	0.00000
2.024E-3	0.23000	-0.00400
2.024E-3	0.23000	0.00800
2.025E-3	0.21000	0.00400
2.025E-3	0.22000	0.00000
2.026E-3	0.26000	-0.01600
2.026E-3	0.21000	-0.02400
2.026E-3	0.26000	-0.01600
2.027E-3	0.23000	-0.03200
2.027E-3	0.21000	-0.01600
2.028E-3	0.21000	0.00800
2.028E-3	0.22000	-0.00400
2.028E-3	0.24000	0.01600
2.029E-3	0.24000	-0.00800
2.029E-3	0.23000	-0.02800
2.030E-3	0.23000	-0.02800
2.030E-3	0.21000	-0.00800
2.030E-3	0.24000	-0.02400
2.031E-3	0.22000	-0.04000
2.031E-3	0.24000	-0.01600
2.032E-3	0.21000	-0.02800
2.032E-3	0.22000	-0.02400
2.032E-3	0.24000	-0.01600
2.033E-3	0.22000	-0.01200
2.033E-3	0.24000	-0.01200
2.034E-3	0.23000	-0.00800
2.034E-3	0.21000	-0.02800
2.034E-3	0.24000	-0.03200
2.035E-3	0.24000	-0.02400
2.035E-3	0.23000	-0.01200
2.036E-3	0.26000	-0.00800
2.036E-3	0.21000	-0.00800
2.036E-3	0.22000	-0.01200
2.037E-3	0.25000	0.00000
2.037E-3	0.21000	-0.01200
2.038E-3	0.21000	-0.00800
2.038E-3	0.23000	-0.00800
2.038E-3	0.21000	-0.00800
2.039E-3	0.21000	-0.02000
2.039E-3	0.22000	-0.01200
2.040E-3	0.24000	-0.01200
2.040E-3	0.24000	-0.00800
2.040E-3	0.23000	0.00400
2.041E-3	0.24000	-0.01200
2.041E-3	0.24000	0.00000
2.042E-3	0.23000	0.00400
2.042E-3	0.23000	0.00400
2.042E-3	0.21000	0.00400
2.043E-3	0.23000	0.00800
2.043E-3	0.21000	0.00800
2.044E-3	0.22000	-0.00800
2.044E-3	0.22000	-0.00800
2.044E-3	0.24000	-0.02000
2.045E-3	0.23000	-0.01600
2.045E-3	0.22000	-0.02400
2.046E-3	0.24000	-0.02400
2.046E-3	0.23000	-0.01200
2.046E-3	0.21000	-0.02000
2.047E-3	0.22000	-0.00800
2.047E-3	0.22000	0.01600
2.048E-3	0.24000	0.01200
2.048E-3	0.22000	0.01200
2.048E-3	0.24000	0.00400
2.049E-3	0.24000	0.00000
2.049E-3	0.25000	0.00000
2.050E-3	0.24000	0.00800
2.050E-3	0.23000	-0.00400
2.050E-3	0.24000	0.00000
2.051E-3	0.23000	-0.01200
2.051E-3	0.22000	-0.02800
2.052E-3	0.22000	-0.02400
2.052E-3	0.22000	-0.02000
2.052E-3	0.22000	-0.01600
2.053E-3	0.24000	-0.00800
2.053E-3	0.23000	-0.01600
2.054E-3	0.24000	-0.00800
2.054E-3	0.23000	-0.02000
2.054E-3	0.24000	-0.00400
2.055E-3	0.23000	-0.00400
2.055E-3	0.22000	0.01600
2.056E-3	0.24000	0.01200
2.056E-3	0.25000	0.00800
2.056E-3	0.21000	0.00800
2.057E-3	0.24000	0.00000
2.057E-3	0.24000	0.00800
2.058E-3	0.23000	0.00400
2.058E-3	0.25000	0.00800
2.058E-3	0.21000	0.01200
2.059E-3	0.22000	0.02400
2.059E-3	0.22000	0.01600
2.060E-3	0.21000	-0.00400
2.060E-3	0.24000	0.01600
2.060E-3	0.23000	0.00400
2.061E-3	0.23000	0.00000
2.061E-3	0.24000	-0.02800
2.062E-3	0.22000	-0.04000
2.062E-3	0.24000	-0.04000
2.062E-3	0.23000	-0.00800
2.063E-3	0.23000	-0.01200
2.063E-3	0.23000	-0.00800
2.064E-3	0.25000	-0.02000
2.064E-3	0.23000	-0.00800
2.064E-3	0.24000	-0.03600
2.065E-3	0.24000	-0.01600
2.065E-3	0.21000	-0.02000
2.066E-3	0.24000	-0.03600
2.066E-3	0.25000	-0.02400
2.066E-3	0.23000	-0.00800
2.067E-3	0.24000	-0.01200
2.067E-3	0.21000	0.00000
2.068E-3	0.24000	0.01200
2.068E-3	0.21000	0.01200
2.068E-3	0.22000	0.00800
2.069E-3	0.24000	-0.02000
2.069E-3	0.21000	-0.03200
2.070E-3	0.23000	-0.04400
2.070E-3	0.26000	-0.02400
2.070E-3	0.23000	-0.00400
2.071E-3	0.23000	-0.00400
2.071E-3	0.23000	-0.00400
2.072E-3	0.23000	-0.00800
2.072E-3	0.23000	-0.02000
2.072E-3	0.21000	-0.01200
2.073E-3	0.22000	-0.02000
2.073E-3	0.24000	-0.02000
2.074E-3	0.23000	-0.03600
2.074E-3	0.23000	-0.03200
2.074E-3	0.26000	-0.03200
2.075E-3	0.23000	-0.03200
2.075E-3	0.22000	-0.01600
2.076E-3	0.24000	-0.01200
2.076E-3	0.23000	0.00800
2.076E-3	0.24000	0.00000
2.077E-3	0.23000	-0.00400
2.077E-3	0.23000	-0.02400
2.078E-3	0.21000	-0.03200
2.078E-3	0.26000	-0.02400
2.078E-3	0.23000	-0.03600
2.079E-3	0.23000	-0.01600
2.079E-3	0.21000	-0.01200
2.080E-3	0.24000	0.00000
2.080E-3	0.23000	0.00000
2.080E-3	0.25000	-0.01600
2.081E-3	0.23000	-0.01600
2.081E-3	0.24000	-0.03600
2.082E-3	0.21000	-0.02800
2.082E-3	0.22000	-0.00800
2.082E-3	0.23000	-0.02000
2.083E-3	0.23000	0.00000
2.083E-3	0.23000	-0.00400
2.084E-3	0.21000	-0.00800
2.084E-3	0.24000	-0.02000
2.084E-3	0.21000	-0.02400
2.085E-3	0.23000	-0.02800
2.085E-3	0.25000	-0.02000
2.086E-3	0.23000	-0.01200
2.086E-3	0.26000	-0.02000
2.086E-3	0.23000	-0.01600
2.087E-3	0.22000	-0.01600
2.087E-3	0.24000	0.00000
2.088E-3	0.23000	-0.02000
2.088E-3	0.22000	0.00000
2.088E-3	0.26000	-0.00800
2.089E-3	0.26000	0.00000
2.089E-3	0.23000	0.00000
2.090E-3	0.21000	0.00000
2.090E-3	0.22000	0.01200
2.090E-3	0.21000	-0.00800
2.091E-3	0.22000	0.00000
2.091E-3	0.24000	-0.00400
2.092E-3	0.23000	-0.03600
2.092E-3	0.23000	-0.02800
2.092E-3	0.24000	-0.01600
2.093E-3	0.23000	-0.01600
2.093E-3	0.24000	-0.01200
2.094E-3	0.23000	-0.02000
2.094E-3	0.25000	-0.01600
2.094E-3	0.23000	-0.01600
2.095E-3	0.24000	-0.02000
2.095E-3	0.23000	-0.01600
2.096E-3	0.21000	-0.01600
2.096E-3	0.22000	-0.01600
2.096E-3	0.24000	-0.00800
2.097E-3	0.23000	-0.02000
2.097E-3	0.21000	-0.00400
2.098E-3	0.24000	-0.01200
2.098E-3	0.24000	-0.01200
2.098E-3	0.24000	-0.01600
2.099E-3	0.23000	-0.02000
2.099E-3	0.21000	-0.03600
2.100E-3	0.22000	-0.00800
2.100E-3	0.20000	-0.00400
2.100E-3	0.22000	0.01600
2.101E-3	0.21000	-0.00400
2.101E-3	0.22000	-0.00400
2.102E-3	0.24000	-0.01200
2.102E-3	0.23000	-0.02000
2.102E-3	0.23000	-0.00400
2.103E-3	0.21000	-0.00400
2.103E-3	0.24000	-0.01200
2.104E-3	0.21000	0.00000
2.104E-3	0.21000	0.02400
2.104E-3	0.21000	0.02400
2.105E-3	0.22000	0.01600
2.105E-3	0.24000	-0.00400
2.106E-3	0.23000	-0.00800
2.106E-3	0.22000	-0.03200
2.106E-3	0.24000	-0.01600
2.107E-3	0.21000	-0.01200
2.107E-3	0.22000	-0.01600
2.108E-3	0.25000	-0.00800
2.108E-3	0.23000	0.00000
2.108E-3	0.21000	0.00000
2.109E-3	0.22000	0.00000
2.109E-3	0.22000	0.00000
2.110E-3	0.24000	-0.01200
2.110E-3	0.21000	0.00000
2.110E-3	0.21000	-0.01200
2.111E-3	0.24000	-0.02000
2.111E-3	0.24000	-0.03600
2.112E-3	0.24000	-0.02800
2.112E-3	0.23000	-0.01200
2.112E-3	0.21000	-0.00400
2.113E-3	0.24000	0.00000
2.113E-3	0.24000	0.01600
2.114E-3	0.23000	0.00400
2.114E-3	0.21000	-0.00800
2.114E-3	0.24000	0.00000
2.115E-3	0.23000	-0.03600
2.115E-3	0.21000	-0.03200
2.116E-3	0.22000	-0.03600
2.116E-3	0.24000	-0.02400
2.116E-3	0.21000	-0.02400
2.117E-3	0.22000	0.00000
2.117E-3	0.24000	0.01600
2.118E-3	0.24000	0.00000
2.118E-3	0.21000	-0.01200
2.118E-3	0.21000	-0.00800
2.119E-3	0.22000	-0.01600
2.119E-3	0.24000	-0.01600
2.120E-3	0.23000	-0.01200
2.120E-3	0.25000	-0.01600
2.120E-3	0.23000	-0.02000
2.121E-3	0.21000	-0.00800
2.121E-3	0.22000	-0.01200
2.122E-3	0.24000	-0.00400
2.122E-3	0.23000	-0.01200
2.122E-3	0.24000	-0.02400
2.123E-3	0.21000	-0.03600
2.123E-3	0.22000	-0.01600
2.124E-3	0.24000	-0.01600
2.124E-3	0.23000	-0.01600
2.124E-3	0.21000	-0.00800
2.125E-3	0.24000	-0.00400
2.125E-3	0.24000	0.00400
2.126E-3	0.24000	-0.00800
2.126E-3	0.21000	-0.01200
2.126E-3	0.22000	-0.00800
2.127E-3	0.22000	0.00800
2.127E-3	0.24000	0.01200
2.128E-3	0.23000	0.01200
2.128E-3	0.21000	0.00000
2.128E-3	0.26000	-0.02000
2.129E-3	0.23000	-0.03200
2.129E-3	0.24000	-0.02400
2.130E-3	0.24000	-0.03600
2.130E-3	0.23000	-0.01600
2.130E-3	0.21000	-0.01200
2.131E-3	0.24000	-0.00800
2.131E-3	0.23000	0.01200
2.132E-3	0.21000	0.01600
2.132E-3	0.22000	0.00800
2.132E-3	0.23000	0.00400
2.133E-3	0.23000	0.00000
2.133E-3	0.23000	-0.02800
2.134E-3	0.22000	-0.02400
2.134E-3	0.24000	-0.02000
2.134E-3	0.24000	-0.02800
2.135E-3	0.23000	-0.01600
2.135E-3	0.23000	-0.01200
2.136E-3	0.24000	-0.00400
2.136E-3	0.26000	0.00400
2.136E-3	0.23000	0.01200
2.137E-3	0.21000	-0.01200
2.137E-3	0.22000	-0.01600
2.138E-3	0.24000	-0.00800
2.138E-3	0.23000	-0.01200
2.138E-3	0.23000	-0.01200
2.139E-3	0.23000	-0.01200
2.139E-3	0.21000	-0.00800
2.140E-3	0.24000	-0.00400
2.140E-3	0.24000	0.00000
2.140E-3	0.25000	0.01200
2.141E-3	0.23000	-0.00400
2.141E-3	0.24000	0.00000
2.142E-3	0.22000	0.00000
2.142E-3	0.24000	-0.01200
2.142E-3	0.21000	-0.01600
2.143E-3	0.24000	-0.02000
2.143E-3	0.22000	-0.00800
2.144E-3	0.21000	-0.00800
2.144E-3	0.22000	-0.02000
2.144E-3	0.22000	0.00000
2.145E-3	0.24000	-0.01200
2.145E-3	0.23000	-0.02000
2.146E-3	0.21000	-0.01600
2.146E-3	0.25000	-0.01600
2.146E-3	0.22000	-0.02000
2.147E-3	0.24000	-0.02400
2.147E-3	0.26000	-0.02400
2.148E-3	0.23000	-0.02400
2.148E-3	0.21000	-0.01600
2.148E-3	0.24000	-0.00800
2.149E-3	0.23000	-0.00800
2.149E-3	0.23000	0.00000
2.150E-3	0.22000	0.00000
2.150E-3	0.22000	-0.02800
2.150E-3	0.24000	-0.01600
2.151E-3	0.23000	0.00000
2.151E-3	0.23000	-0.00400
2.152E-3	0.23000	-0.01200
2.152E-3	0.23000	-0.02800
2.152E-3	0.21000	-0.02000
2.153E-3	0.22000	-0.02800
2.153E-3	0.24000	-0.02800
2.154E-3	0.23000	-0.02400
2.154E-3	0.23000	-0.02000
2.154E-3	0.23000	0.00800
2.155E-3	0.21000	-0.00400
2.155E-3	0.24000	0.00000
2.156E-3	0.22000	0.01600
2.156E-3	0.21000	0.01600
2.156E-3	0.22000	-0.01200
2.157E-3	0.24000	0.00800
2.157E-3	0.23000	0.01600
2.158E-3	0.24000	-0.00400
2.158E-3	0.24000	-0.02000
2.158E-3	0.23000	-0.02000
2.159E-3	0.24000	-0.01200
2.159E-3	0.23000	-0.04400
2.160E-3	0.22000	-0.03600
2.160E-3	0.22000	-0.02000
2.160E-3	0.24000	-0.00800
2.161E-3	0.23000	-0.00400
2.161E-3	0.21000	-0.01200
2.162E-3	0.23000	-0.02000
2.162E-3	0.24000	-0.02000
2.162E-3	0.23000	-0.00400
2.163E-3	0.23000	0.00800
2.163E-3	0.23000	-0.00400
2.164E-3	0.23000	0.00800
2.164E-3	0.26000	0.01600
2.164E-3	0.23000	0.00400
2.165E-3	0.23000	0.00400
2.165E-3	0.25000	0.00000
2.166E-3	0.21000	0.00400
2.166E-3	0.24000	0.01200
2.166E-3	0.21000	0.01200
2.167E-3	0.24000	0.00000
2.167E-3	0.23000	0.00000
2.168E-3	0.22000	-0.00400
2.168E-3	0.24000	-0.00800
2.168E-3	0.24000	-0.02000
2.169E-3	0.23000	0.00800
2.169E-3	0.21000	0.00000
2.170E-3	0.22000	-0.02800
2.170E-3	0.21000	-0.01600
2.170E-3	0.22000	-0.01600
2.171E-3	0.22000	-0.01600
2.171E-3	0.26000	0.00400
2.172E-3	0.21000	0.00000
2.172E-3	0.24000	-0.02000
2.172E-3	0.24000	-0.02000
2.173E-3	0.23000	-0.02000
2.173E-3	0.21000	-0.01600
2.174E-3	0.26000	-0.02000
2.174E-3	0.23000	-0.02000
2.174E-3	0.21000	-0.03600
2.175E-3	0.24000	-0.02400
2.175E-3	0.24000	-0.00400
2.176E-3	0.25000	-0.01200
2.176E-3	0.23000	-0.00800
2.176E-3	0.24000	-0.00400
2.177E-3	0.23000	0.01600
2.177E-3	0.23000	0.01600
2.178E-3	0.23000	0.00400
2.178E-3	0.21000	0.00000
2.178E-3	0.22000	-0.02000
2.179E-3	0.24000	-0.00800
2.179E-3	0.24000	0.00000
2.180E-3	0.23000	0.01200
2.180E-3	0.22000	0.00800
2.180E-3	0.22000	0.00800
2.181E-3	0.24000	0.00400
2.181E-3	0.23000	-0.02000
2.182E-3	0.22000	-0.02400
2.182E-3	0.24000	-0.04000
2.182E-3	0.22000	-0.02400
2.183E-3	0.22000	-0.01600
2.183E-3	0.22000	-0.02000
2.184E-3	0.21000	-0.02000
2.184E-3	0.24000	-0.01200
2.184E-3	0.23000	-0.00800
2.185E-3	0.23000	0.00800
2.185E-3	0.22000	0.00800
2.186E-3	0.24000	-0.00800
