Time Ch1 Ch2	
3.668E-4	0.68000	-0.25200
3.672E-4	0.68000	-0.24000
3.676E-4	0.67000	-0.26000
3.680E-4	0.68000	-0.27600
3.684E-4	0.67000	-0.25600
3.688E-4	0.70000	-0.25200
3.692E-4	0.70000	-0.27600
3.696E-4	0.67000	-0.25600
3.700E-4	0.69000	-0.24400
3.704E-4	0.67000	-0.25200
3.708E-4	0.68000	-0.26000
3.712E-4	0.68000	-0.24000
3.716E-4	0.65000	-0.24800
3.720E-4	0.70000	-0.23600
3.724E-4	0.67000	-0.24400
3.728E-4	0.67000	-0.27600
3.732E-4	0.68000	-0.25600
3.736E-4	0.67000	-0.25200
3.740E-4	0.67000	-0.26000
3.744E-4	0.67000	-0.25600
3.748E-4	0.67000	-0.26800
3.752E-4	0.67000	-0.26400
3.756E-4	0.68000	-0.27600
3.760E-4	0.68000	-0.25600
3.764E-4	0.68000	-0.26000
3.768E-4	0.65000	-0.26000
3.772E-4	0.68000	-0.25600
3.776E-4	0.67000	-0.26000
3.780E-4	0.65000	-0.26800
3.784E-4	0.65000	-0.27200
3.788E-4	0.68000	-0.26400
3.792E-4	0.67000	-0.26400
3.796E-4	0.67000	-0.25200
3.800E-4	0.67000	-0.23200
3.804E-4	0.66000	-0.21600
3.808E-4	0.65000	-0.21600
3.812E-4	0.66000	-0.23200
3.816E-4	0.68000	-0.25200
3.820E-4	0.67000	-0.23200
3.824E-4	0.67000	-0.25200
3.828E-4	0.68000	-0.24000
3.832E-4	0.66000	-0.24400
3.836E-4	0.66000	-0.24400
3.840E-4	0.68000	-0.23200
3.844E-4	0.67000	-0.22000
3.848E-4	0.67000	-0.23600
3.852E-4	0.67000	-0.22400
3.856E-4	0.65000	-0.23200
3.860E-4	0.65000	-0.25600
3.864E-4	0.65000	-0.25200
3.868E-4	0.67000	-0.26400
3.872E-4	0.65000	-0.25600
3.876E-4	0.65000	-0.25200
3.880E-4	0.65000	-0.25200
3.884E-4	0.65000	-0.25600
3.888E-4	0.66000	-0.26000
3.892E-4	0.65000	-0.25600
3.896E-4	0.63000	-0.27200
3.900E-4	0.63000	-0.24800
3.904E-4	0.66000	-0.22400
3.908E-4	0.68000	-0.24400
3.912E-4	0.67000	-0.26800
3.916E-4	0.65000	-0.26400
3.920E-4	0.67000	-0.26800
3.924E-4	0.66000	-0.26400
3.928E-4	0.65000	-0.27600
3.932E-4	0.65000	-0.25600
3.936E-4	0.65000	-0.24800
3.940E-4	0.65000	-0.24800
3.944E-4	0.64000	-0.24000
3.948E-4	0.66000	-0.22400
3.952E-4	0.64000	-0.22800
3.956E-4	0.66000	-0.22400
3.960E-4	0.63000	-0.23600
3.964E-4	0.64000	-0.24800
3.968E-4	0.65000	-0.24800
3.972E-4	0.66000	-0.24400
3.976E-4	0.68000	-0.24400
3.980E-4	0.65000	-0.23200
3.984E-4	0.66000	-0.22800
3.988E-4	0.63000	-0.23600
3.992E-4	0.68000	-0.24400
3.996E-4	0.65000	-0.24400
4.000E-4	0.63000	-0.24400
4.004E-4	0.66000	-0.24800
4.008E-4	0.64000	-0.24800
4.012E-4	0.66000	-0.25200
4.016E-4	0.63000	-0.25600
4.020E-4	0.66000	-0.25600
4.024E-4	0.65000	-0.25200
4.028E-4	0.65000	-0.24400
4.032E-4	0.63000	-0.24400
4.036E-4	0.66000	-0.25200
4.040E-4	0.65000	-0.24800
4.044E-4	0.65000	-0.24800
4.048E-4	0.63000	-0.23600
4.052E-4	0.64000	-0.24000
4.056E-4	0.66000	-0.25600
4.060E-4	0.63000	-0.24000
4.064E-4	0.66000	-0.24000
4.068E-4	0.63000	-0.24800
4.072E-4	0.65000	-0.23600
4.076E-4	0.64000	-0.21200
4.080E-4	0.63000	-0.22800
4.084E-4	0.61000	-0.24800
4.088E-4	0.66000	-0.25600
4.092E-4	0.65000	-0.25200
4.096E-4	0.63000	-0.24400
4.100E-4	0.64000	-0.21600
4.104E-4	0.66000	-0.21600
4.108E-4	0.63000	-0.22800
4.112E-4	0.64000	-0.22800
4.116E-4	0.64000	-0.24400
4.120E-4	0.64000	-0.25200
4.124E-4	0.61000	-0.23200
4.128E-4	0.64000	-0.24400
4.132E-4	0.61000	-0.24400
4.136E-4	0.63000	-0.25200
4.140E-4	0.64000	-0.24800
4.144E-4	0.63000	-0.24000
4.148E-4	0.62000	-0.24400
4.152E-4	0.64000	-0.23200
4.156E-4	0.64000	-0.23600
4.160E-4	0.61000	-0.24000
4.164E-4	0.61000	-0.22800
4.168E-4	0.62000	-0.21200
4.172E-4	0.63000	-0.22000
4.176E-4	0.62000	-0.22000
4.180E-4	0.63000	-0.20800
4.184E-4	0.62000	-0.22400
4.188E-4	0.62000	-0.22400
4.192E-4	0.64000	-0.22800
4.196E-4	0.61000	-0.23200
4.200E-4	0.62000	-0.21600
4.204E-4	0.62000	-0.22800
4.208E-4	0.61000	-0.21600
4.212E-4	0.62000	-0.23200
4.216E-4	0.63000	-0.24400
4.220E-4	0.63000	-0.25200
4.224E-4	0.61000	-0.25200
4.228E-4	0.61000	-0.22800
4.232E-4	0.59000	-0.22800
4.236E-4	0.62000	-0.22000
4.240E-4	0.64000	-0.23600
4.244E-4	0.63000	-0.23200
4.248E-4	0.61000	-0.24400
4.252E-4	0.63000	-0.24400
4.256E-4	0.61000	-0.23200
4.260E-4	0.62000	-0.22800
4.264E-4	0.61000	-0.23200
4.268E-4	0.60000	-0.23200
4.272E-4	0.62000	-0.22400
4.276E-4	0.59000	-0.23600
4.280E-4	0.60000	-0.22000
4.284E-4	0.60000	-0.21600
4.288E-4	0.62000	-0.22400
4.292E-4	0.61000	-0.23600
4.296E-4	0.62000	-0.23600
4.300E-4	0.60000	-0.23200
4.304E-4	0.60000	-0.23600
4.308E-4	0.61000	-0.23600
4.312E-4	0.61000	-0.24400
4.316E-4	0.62000	-0.24800
4.320E-4	0.62000	-0.24000
4.324E-4	0.59000	-0.23600
4.328E-4	0.60000	-0.22800
4.332E-4	0.59000	-0.24000
4.336E-4	0.61000	-0.23600
4.340E-4	0.60000	-0.22800
4.344E-4	0.60000	-0.22400
4.348E-4	0.60000	-0.21600
4.352E-4	0.60000	-0.21200
4.356E-4	0.60000	-0.20800
4.360E-4	0.60000	-0.19600
4.364E-4	0.62000	-0.20000
4.368E-4	0.61000	-0.21200
4.372E-4	0.59000	-0.20000
4.376E-4	0.62000	-0.21200
4.380E-4	0.60000	-0.21200
4.384E-4	0.61000	-0.20400
4.388E-4	0.59000	-0.20400
4.392E-4	0.60000	-0.19200
4.396E-4	0.62000	-0.19200
4.400E-4	0.59000	-0.19200
4.404E-4	0.62000	-0.22000
4.408E-4	0.59000	-0.21600
4.412E-4	0.59000	-0.22800
4.416E-4	0.60000	-0.21600
4.420E-4	0.58000	-0.22000
4.424E-4	0.62000	-0.20400
4.428E-4	0.59000	-0.21600
4.432E-4	0.59000	-0.22000
4.436E-4	0.59000	-0.22000
4.440E-4	0.60000	-0.21600
4.444E-4	0.60000	-0.22400
4.448E-4	0.59000	-0.22400
4.452E-4	0.60000	-0.22400
4.456E-4	0.60000	-0.22400
4.460E-4	0.58000	-0.23200
4.464E-4	0.58000	-0.23200
4.468E-4	0.60000	-0.24000
4.472E-4	0.59000	-0.23600
4.476E-4	0.59000	-0.22000
4.480E-4	0.62000	-0.22400
4.484E-4	0.59000	-0.22400
4.488E-4	0.57000	-0.22000
4.492E-4	0.59000	-0.20800
4.496E-4	0.57000	-0.20400
4.500E-4	0.60000	-0.20400
4.504E-4	0.59000	-0.20000
4.508E-4	0.59000	-0.21600
4.512E-4	0.59000	-0.22000
4.516E-4	0.57000	-0.20800
4.520E-4	0.57000	-0.22000
4.524E-4	0.58000	-0.21600
4.528E-4	0.58000	-0.21600
4.532E-4	0.57000	-0.22800
4.536E-4	0.60000	-0.20800
4.540E-4	0.57000	-0.20400
4.544E-4	0.57000	-0.20000
4.548E-4	0.59000	-0.21600
4.552E-4	0.57000	-0.21600
4.556E-4	0.57000	-0.19200
4.560E-4	0.53000	-0.19200
4.564E-4	0.58000	-0.16800
4.568E-4	0.56000	-0.18800
4.572E-4	0.56000	-0.21600
4.576E-4	0.58000	-0.23200
4.580E-4	0.55000	-0.23600
4.584E-4	0.58000	-0.24400
4.588E-4	0.57000	-0.24400
4.592E-4	0.58000	-0.22400
4.596E-4	0.57000	-0.22000
4.600E-4	0.53000	-0.22000
4.604E-4	0.58000	-0.20800
4.608E-4	0.55000	-0.20800
4.612E-4	0.57000	-0.20400
4.616E-4	0.57000	-0.20400
4.620E-4	0.60000	-0.21200
4.624E-4	0.57000	-0.23600
4.628E-4	0.55000	-0.22800
4.632E-4	0.58000	-0.22000
4.636E-4	0.55000	-0.22000
4.640E-4	0.56000	-0.20800
4.644E-4	0.56000	-0.20400
4.648E-4	0.57000	-0.20400
4.652E-4	0.55000	-0.21200
4.656E-4	0.58000	-0.22000
4.660E-4	0.55000	-0.22400
4.664E-4	0.58000	-0.21600
4.668E-4	0.55000	-0.21200
4.672E-4	0.56000	-0.21200
4.676E-4	0.54000	-0.21600
4.680E-4	0.56000	-0.20800
4.684E-4	0.56000	-0.20800
4.688E-4	0.53000	-0.22000
4.692E-4	0.56000	-0.22000
4.696E-4	0.57000	-0.21600
4.700E-4	0.58000	-0.19200
4.704E-4	0.58000	-0.20400
4.708E-4	0.56000	-0.17600
4.712E-4	0.58000	-0.19600
4.716E-4	0.58000	-0.21200
4.720E-4	0.56000	-0.19600
4.724E-4	0.56000	-0.20000
4.728E-4	0.54000	-0.21600
4.732E-4	0.56000	-0.22800
4.736E-4	0.56000	-0.21200
4.740E-4	0.57000	-0.19600
4.744E-4	0.55000	-0.18800
4.748E-4	0.58000	-0.18000
4.752E-4	0.53000	-0.19600
4.756E-4	0.56000	-0.19600
4.760E-4	0.55000	-0.18800
4.764E-4	0.58000	-0.19600
4.768E-4	0.56000	-0.18400
4.772E-4	0.56000	-0.18000
4.776E-4	0.56000	-0.18800
4.780E-4	0.55000	-0.19600
4.784E-4	0.55000	-0.20000
4.788E-4	0.56000	-0.20000
4.792E-4	0.55000	-0.21200
4.796E-4	0.54000	-0.21200
4.800E-4	0.55000	-0.21600
4.804E-4	0.56000	-0.20800
4.808E-4	0.55000	-0.20000
4.812E-4	0.53000	-0.20400
4.816E-4	0.54000	-0.19200
4.820E-4	0.53000	-0.19200
4.824E-4	0.53000	-0.19600
4.828E-4	0.53000	-0.19200
4.832E-4	0.56000	-0.19600
4.836E-4	0.55000	-0.19200
4.840E-4	0.53000	-0.20000
4.844E-4	0.55000	-0.20400
4.848E-4	0.53000	-0.22000
4.852E-4	0.55000	-0.21600
4.856E-4	0.55000	-0.20800
4.860E-4	0.56000	-0.20000
4.864E-4	0.55000	-0.18400
4.868E-4	0.54000	-0.18000
4.872E-4	0.56000	-0.18400
4.876E-4	0.55000	-0.19600
4.880E-4	0.55000	-0.20400
4.884E-4	0.54000	-0.20000
4.888E-4	0.52000	-0.20400
4.892E-4	0.54000	-0.19600
4.896E-4	0.53000	-0.21200
4.900E-4	0.54000	-0.20400
4.904E-4	0.51000	-0.20400
4.908E-4	0.51000	-0.17600
4.912E-4	0.52000	-0.18800
4.916E-4	0.52000	-0.16800
4.920E-4	0.52000	-0.16800
4.924E-4	0.53000	-0.18000
4.928E-4	0.51000	-0.16000
4.932E-4	0.54000	-0.15200
4.936E-4	0.51000	-0.18800
4.940E-4	0.52000	-0.20800
4.944E-4	0.54000	-0.22000
4.948E-4	0.51000	-0.21600
4.952E-4	0.51000	-0.22800
4.956E-4	0.52000	-0.20800
4.960E-4	0.52000	-0.20400
4.964E-4	0.52000	-0.18400
4.968E-4	0.52000	-0.17600
4.972E-4	0.52000	-0.18800
4.976E-4	0.51000	-0.18400
4.980E-4	0.50000	-0.18800
4.984E-4	0.53000	-0.19600
4.988E-4	0.51000	-0.19200
4.992E-4	0.52000	-0.18800
4.996E-4	0.51000	-0.18400
5.000E-4	0.52000	-0.18400
5.004E-4	0.49000	-0.20400
5.008E-4	0.52000	-0.20000
5.012E-4	0.53000	-0.19200
5.016E-4	0.52000	-0.18800
5.020E-4	0.54000	-0.18000
5.024E-4	0.51000	-0.16800
5.028E-4	0.51000	-0.18000
5.032E-4	0.49000	-0.17600
5.036E-4	0.52000	-0.18800
5.040E-4	0.49000	-0.18400
5.044E-4	0.52000	-0.19600
5.048E-4	0.52000	-0.18400
5.052E-4	0.52000	-0.19200
5.056E-4	0.51000	-0.19600
5.060E-4	0.48000	-0.18000
5.064E-4	0.51000	-0.19200
5.068E-4	0.49000	-0.20000
5.072E-4	0.52000	-0.20400
5.076E-4	0.49000	-0.20400
5.080E-4	0.50000	-0.19200
5.084E-4	0.52000	-0.20400
5.088E-4	0.51000	-0.20000
5.092E-4	0.49000	-0.18400
5.096E-4	0.52000	-0.17600
5.100E-4	0.49000	-0.16400
5.104E-4	0.52000	-0.17600
5.108E-4	0.49000	-0.19200
5.112E-4	0.52000	-0.19200
5.116E-4	0.47000	-0.17600
5.120E-4	0.52000	-0.18400
5.124E-4	0.49000	-0.18400
5.128E-4	0.52000	-0.18800
5.132E-4	0.49000	-0.20000
5.136E-4	0.50000	-0.19200
5.140E-4	0.50000	-0.18800
5.144E-4	0.52000	-0.18800
5.148E-4	0.51000	-0.18800
5.152E-4	0.50000	-0.18000
5.156E-4	0.50000	-0.18000
5.160E-4	0.54000	-0.17200
5.164E-4	0.51000	-0.18000
5.168E-4	0.51000	-0.20400
5.172E-4	0.49000	-0.20800
5.176E-4	0.49000	-0.20400
5.180E-4	0.51000	-0.20400
5.184E-4	0.49000	-0.19200
5.188E-4	0.48000	-0.20400
5.192E-4	0.50000	-0.20400
5.196E-4	0.49000	-0.21200
5.200E-4	0.49000	-0.20000
5.204E-4	0.49000	-0.19200
5.208E-4	0.50000	-0.19200
5.212E-4	0.49000	-0.16800
5.216E-4	0.50000	-0.16400
5.220E-4	0.49000	-0.15600
5.224E-4	0.50000	-0.16400
5.228E-4	0.50000	-0.17200
5.232E-4	0.50000	-0.20400
5.236E-4	0.49000	-0.19200
5.240E-4	0.51000	-0.17600
5.244E-4	0.48000	-0.17200
5.248E-4	0.50000	-0.16400
5.252E-4	0.49000	-0.16000
5.256E-4	0.48000	-0.16800
5.260E-4	0.50000	-0.17600
5.264E-4	0.51000	-0.18800
5.268E-4	0.51000	-0.18000
5.272E-4	0.49000	-0.16000
5.276E-4	0.48000	-0.17600
5.280E-4	0.48000	-0.16000
5.284E-4	0.50000	-0.18000
5.288E-4	0.47000	-0.19600
5.292E-4	0.48000	-0.19200
5.296E-4	0.48000	-0.16400
5.300E-4	0.50000	-0.18400
5.304E-4	0.48000	-0.16000
5.308E-4	0.48000	-0.15200
5.312E-4	0.50000	-0.16800
5.316E-4	0.47000	-0.19200
5.320E-4	0.48000	-0.18400
5.324E-4	0.47000	-0.19600
5.328E-4	0.50000	-0.19600
5.332E-4	0.47000	-0.16800
5.336E-4	0.47000	-0.16400
5.340E-4	0.47000	-0.17600
5.344E-4	0.47000	-0.18400
5.348E-4	0.47000	-0.19600
5.352E-4	0.50000	-0.20000
5.356E-4	0.47000	-0.18400
5.360E-4	0.47000	-0.17600
5.364E-4	0.46000	-0.18400
5.368E-4	0.48000	-0.16800
5.372E-4	0.47000	-0.16800
5.376E-4	0.45000	-0.16400
5.380E-4	0.44000	-0.14400
5.384E-4	0.48000	-0.15200
5.388E-4	0.45000	-0.16400
5.392E-4	0.48000	-0.16800
5.396E-4	0.45000	-0.16400
5.400E-4	0.48000	-0.16000
5.404E-4	0.47000	-0.17200
5.408E-4	0.50000	-0.16400
5.412E-4	0.50000	-0.17200
5.416E-4	0.47000	-0.16000
5.420E-4	0.45000	-0.18000
5.424E-4	0.48000	-0.16400
5.428E-4	0.47000	-0.15200
5.432E-4	0.45000	-0.14800
5.436E-4	0.46000	-0.14000
5.440E-4	0.48000	-0.16000
5.444E-4	0.47000	-0.16800
5.448E-4	0.47000	-0.18800
5.452E-4	0.45000	-0.18800
5.456E-4	0.46000	-0.17600
5.460E-4	0.48000	-0.18000
5.464E-4	0.45000	-0.16000
5.468E-4	0.45000	-0.18000
5.472E-4	0.43000	-0.17200
5.476E-4	0.46000	-0.17200
5.480E-4	0.44000	-0.17200
5.484E-4	0.46000	-0.17200
5.488E-4	0.45000	-0.16400
5.492E-4	0.45000	-0.19200
5.496E-4	0.46000	-0.19200
5.500E-4	0.46000	-0.16000
5.504E-4	0.45000	-0.14400
5.508E-4	0.45000	-0.16400
5.512E-4	0.43000	-0.17200
5.516E-4	0.44000	-0.16000
5.520E-4	0.46000	-0.15200
5.524E-4	0.48000	-0.16400
5.528E-4	0.43000	-0.16000
5.532E-4	0.46000	-0.17600
5.536E-4	0.43000	-0.18000
5.540E-4	0.43000	-0.16400
5.544E-4	0.45000	-0.15200
5.548E-4	0.44000	-0.17200
5.552E-4	0.43000	-0.18400
5.556E-4	0.44000	-0.17600
5.560E-4	0.46000	-0.16800
5.564E-4	0.46000	-0.17200
5.568E-4	0.45000	-0.18000
5.572E-4	0.45000	-0.17600
5.576E-4	0.45000	-0.17200
5.580E-4	0.45000	-0.18000
5.584E-4	0.46000	-0.18800
5.588E-4	0.44000	-0.16400
5.592E-4	0.46000	-0.18000
5.596E-4	0.45000	-0.18000
5.600E-4	0.46000	-0.16400
5.604E-4	0.43000	-0.14400
5.608E-4	0.45000	-0.14800
5.612E-4	0.45000	-0.16800
5.616E-4	0.43000	-0.16400
5.620E-4	0.43000	-0.16400
5.624E-4	0.48000	-0.16400
5.628E-4	0.45000	-0.16800
5.632E-4	0.46000	-0.16000
5.636E-4	0.45000	-0.17200
5.640E-4	0.46000	-0.18000
5.644E-4	0.44000	-0.18800
5.648E-4	0.46000	-0.16800
5.652E-4	0.43000	-0.16400
5.656E-4	0.44000	-0.16400
5.660E-4	0.43000	-0.16000
5.664E-4	0.46000	-0.18000
5.668E-4	0.43000	-0.16800
5.672E-4	0.44000	-0.17200
5.676E-4	0.46000	-0.17200
5.680E-4	0.43000	-0.16000
5.684E-4	0.46000	-0.14800
5.688E-4	0.45000	-0.15200
5.692E-4	0.43000	-0.15200
5.696E-4	0.46000	-0.14400
5.700E-4	0.44000	-0.14400
5.704E-4	0.46000	-0.15200
5.708E-4	0.43000	-0.17200
5.712E-4	0.46000	-0.17600
5.716E-4	0.43000	-0.18000
5.720E-4	0.44000	-0.16800
5.724E-4	0.43000	-0.16400
5.728E-4	0.44000	-0.16400
5.732E-4	0.43000	-0.14400
5.736E-4	0.44000	-0.14800
5.740E-4	0.44000	-0.14800
5.744E-4	0.46000	-0.13600
5.748E-4	0.45000	-0.12800
5.752E-4	0.43000	-0.13200
5.756E-4	0.46000	-0.14400
5.760E-4	0.43000	-0.15200
5.764E-4	0.45000	-0.16400
5.768E-4	0.43000	-0.16800
5.772E-4	0.41000	-0.16400
5.776E-4	0.44000	-0.14400
5.780E-4	0.43000	-0.14800
5.784E-4	0.41000	-0.14400
5.788E-4	0.41000	-0.16000
5.792E-4	0.42000	-0.17600
5.796E-4	0.42000	-0.18400
5.800E-4	0.43000	-0.18800
5.804E-4	0.41000	-0.17600
5.808E-4	0.41000	-0.16800
5.812E-4	0.41000	-0.16000
5.816E-4	0.42000	-0.15200
5.820E-4	0.42000	-0.16000
5.824E-4	0.42000	-0.18000
5.828E-4	0.41000	-0.16800
5.832E-4	0.41000	-0.17600
5.836E-4	0.41000	-0.16400
5.840E-4	0.41000	-0.14800
5.844E-4	0.44000	-0.15200
5.848E-4	0.41000	-0.14800
5.852E-4	0.42000	-0.16400
5.856E-4	0.41000	-0.16400
5.860E-4	0.41000	-0.15200
5.864E-4	0.42000	-0.15600
5.868E-4	0.42000	-0.17200
5.872E-4	0.41000	-0.16800
5.876E-4	0.41000	-0.15600
5.880E-4	0.41000	-0.16400
5.884E-4	0.42000	-0.16000
5.888E-4	0.42000	-0.14800
5.892E-4	0.42000	-0.13600
5.896E-4	0.41000	-0.14800
5.900E-4	0.41000	-0.15200
5.904E-4	0.42000	-0.15600
5.908E-4	0.42000	-0.14400
5.912E-4	0.42000	-0.16400
5.916E-4	0.41000	-0.13600
5.920E-4	0.41000	-0.15600
5.924E-4	0.40000	-0.14400
5.928E-4	0.41000	-0.12400
5.932E-4	0.41000	-0.13200
5.936E-4	0.39000	-0.14800
5.940E-4	0.42000	-0.12800
5.944E-4	0.39000	-0.14800
5.948E-4	0.39000	-0.14400
5.952E-4	0.41000	-0.16000
5.956E-4	0.41000	-0.16000
5.960E-4	0.42000	-0.16000
5.964E-4	0.42000	-0.16400
5.968E-4	0.41000	-0.15600
5.972E-4	0.42000	-0.16000
5.976E-4	0.44000	-0.16400
5.980E-4	0.41000	-0.16800
5.984E-4	0.43000	-0.15200
5.988E-4	0.41000	-0.17200
5.992E-4	0.42000	-0.16000
5.996E-4	0.41000	-0.15200
6.000E-4	0.42000	-0.16000
6.004E-4	0.41000	-0.18000
6.008E-4	0.43000	-0.18000
6.012E-4	0.41000	-0.16800
6.016E-4	0.41000	-0.15600
6.020E-4	0.41000	-0.14000
6.024E-4	0.41000	-0.12400
6.028E-4	0.43000	-0.13200
6.032E-4	0.39000	-0.12800
6.036E-4	0.42000	-0.14000
6.040E-4	0.42000	-0.14800
6.044E-4	0.39000	-0.12800
6.048E-4	0.42000	-0.13600
6.052E-4	0.41000	-0.14400
6.056E-4	0.41000	-0.14400
6.060E-4	0.39000	-0.13600
6.064E-4	0.41000	-0.13600
6.068E-4	0.39000	-0.14800
6.072E-4	0.38000	-0.14000
6.076E-4	0.40000	-0.14800
6.080E-4	0.37000	-0.15600
6.084E-4	0.40000	-0.16400
6.088E-4	0.39000	-0.16000
6.092E-4	0.41000	-0.16000
6.096E-4	0.40000	-0.14800
6.100E-4	0.42000	-0.14800
6.104E-4	0.39000	-0.15200
6.108E-4	0.42000	-0.14800
6.112E-4	0.39000	-0.14400
6.116E-4	0.41000	-0.15600
6.120E-4	0.37000	-0.14000
6.124E-4	0.40000	-0.14000
6.128E-4	0.38000	-0.13200
6.132E-4	0.40000	-0.12800
6.136E-4	0.38000	-0.14000
6.140E-4	0.38000	-0.13200
6.144E-4	0.37000	-0.14800
6.148E-4	0.40000	-0.15200
6.152E-4	0.40000	-0.14800
6.156E-4	0.40000	-0.15600
6.160E-4	0.39000	-0.14800
6.164E-4	0.37000	-0.12800
6.168E-4	0.39000	-0.14800
6.172E-4	0.38000	-0.14000
6.176E-4	0.40000	-0.15600
6.180E-4	0.39000	-0.15200
6.184E-4	0.37000	-0.15200
6.188E-4	0.40000	-0.14000
6.192E-4	0.39000	-0.12800
6.196E-4	0.39000	-0.14000
6.200E-4	0.39000	-0.12800
6.204E-4	0.39000	-0.13600
6.208E-4	0.41000	-0.13600
6.212E-4	0.37000	-0.14000
6.216E-4	0.40000	-0.11600
6.220E-4	0.37000	-0.12400
6.224E-4	0.37000	-0.13200
6.228E-4	0.38000	-0.13200
6.232E-4	0.38000	-0.14400
6.236E-4	0.40000	-0.14800
6.240E-4	0.37000	-0.13600
6.244E-4	0.40000	-0.12800
6.248E-4	0.37000	-0.12000
6.252E-4	0.37000	-0.12800
6.256E-4	0.38000	-0.12400
6.260E-4	0.40000	-0.11200
6.264E-4	0.37000	-0.11600
6.268E-4	0.37000	-0.14800
6.272E-4	0.38000	-0.15200
6.276E-4	0.38000	-0.13600
6.280E-4	0.37000	-0.13200
6.284E-4	0.38000	-0.13200
6.288E-4	0.35000	-0.14000
6.292E-4	0.38000	-0.12800
6.296E-4	0.37000	-0.12800
6.300E-4	0.37000	-0.13600
6.304E-4	0.38000	-0.14000
6.308E-4	0.37000	-0.13600
6.312E-4	0.37000	-0.15600
6.316E-4	0.37000	-0.14800
6.320E-4	0.37000	-0.13200
6.324E-4	0.38000	-0.14400
6.328E-4	0.38000	-0.13600
6.332E-4	0.37000	-0.12400
6.336E-4	0.37000	-0.14800
6.340E-4	0.37000	-0.14400
6.344E-4	0.35000	-0.12800
6.348E-4	0.37000	-0.13200
6.352E-4	0.37000	-0.12800
6.356E-4	0.37000	-0.12800
6.360E-4	0.38000	-0.13600
6.364E-4	0.35000	-0.13600
6.368E-4	0.37000	-0.11600
6.372E-4	0.35000	-0.12000
6.376E-4	0.35000	-0.14000
6.380E-4	0.38000	-0.14400
6.384E-4	0.37000	-0.14400
6.388E-4	0.35000	-0.15200
6.392E-4	0.37000	-0.15200
6.396E-4	0.35000	-0.14000
6.400E-4	0.36000	-0.12400
6.404E-4	0.36000	-0.12800
6.408E-4	0.35000	-0.13200
6.412E-4	0.36000	-0.13200
6.416E-4	0.35000	-0.14000
6.420E-4	0.35000	-0.14000
6.424E-4	0.37000	-0.13200
6.428E-4	0.37000	-0.13200
6.432E-4	0.33000	-0.12400
6.436E-4	0.36000	-0.14000
6.440E-4	0.38000	-0.12000
6.444E-4	0.35000	-0.12000
6.448E-4	0.37000	-0.11200
6.452E-4	0.35000	-0.13200
6.456E-4	0.35000	-0.14800
6.460E-4	0.37000	-0.16000
6.464E-4	0.34000	-0.14400
6.468E-4	0.36000	-0.14400
6.472E-4	0.37000	-0.13600
6.476E-4	0.35000	-0.13200
6.480E-4	0.35000	-0.14000
6.484E-4	0.36000	-0.12800
6.488E-4	0.36000	-0.13600
6.492E-4	0.36000	-0.14400
6.496E-4	0.35000	-0.15200
6.500E-4	0.37000	-0.15600
6.504E-4	0.35000	-0.13600
6.508E-4	0.33000	-0.12800
6.512E-4	0.34000	-0.11600
6.516E-4	0.36000	-0.11600
6.520E-4	0.35000	-0.11600
6.524E-4	0.35000	-0.13200
6.528E-4	0.35000	-0.15600
6.532E-4	0.35000	-0.17200
6.536E-4	0.33000	-0.16000
6.540E-4	0.36000	-0.14400
6.544E-4	0.35000	-0.14400
6.548E-4	0.33000	-0.12800
6.552E-4	0.34000	-0.12000
6.556E-4	0.35000	-0.12400
6.560E-4	0.33000	-0.12000
6.564E-4	0.32000	-0.09600
6.568E-4	0.34000	-0.09200
6.572E-4	0.34000	-0.10000
6.576E-4	0.32000	-0.10000
6.580E-4	0.32000	-0.11200
6.584E-4	0.34000	-0.11600
6.588E-4	0.33000	-0.10800
6.592E-4	0.35000	-0.12000
6.596E-4	0.37000	-0.12800
6.600E-4	0.33000	-0.11200
6.604E-4	0.33000	-0.10400
6.608E-4	0.34000	-0.10400
6.612E-4	0.36000	-0.10800
6.616E-4	0.33000	-0.09600
6.620E-4	0.33000	-0.11200
6.624E-4	0.34000	-0.14000
6.628E-4	0.31000	-0.12800
6.632E-4	0.36000	-0.10400
6.636E-4	0.33000	-0.11600
6.640E-4	0.34000	-0.12400
6.644E-4	0.29000	-0.12000
6.648E-4	0.34000	-0.12800
6.652E-4	0.33000	-0.11200
6.656E-4	0.33000	-0.11200
6.660E-4	0.31000	-0.11200
6.664E-4	0.35000	-0.12800
6.668E-4	0.31000	-0.13600
6.672E-4	0.34000	-0.13600
6.676E-4	0.33000	-0.13600
6.680E-4	0.34000	-0.14000
6.684E-4	0.33000	-0.12000
6.688E-4	0.33000	-0.12400
6.692E-4	0.32000	-0.12000
6.696E-4	0.34000	-0.12400
6.700E-4	0.32000	-0.13200
6.704E-4	0.34000	-0.12000
6.708E-4	0.34000	-0.13200
6.712E-4	0.31000	-0.13600
6.716E-4	0.33000	-0.12800
6.720E-4	0.31000	-0.11600
6.724E-4	0.34000	-0.10400
6.728E-4	0.31000	-0.10800
6.732E-4	0.34000	-0.09600
6.736E-4	0.31000	-0.10800
6.740E-4	0.34000	-0.11600
6.744E-4	0.33000	-0.11200
6.748E-4	0.33000	-0.12400
6.752E-4	0.34000	-0.12400
6.756E-4	0.34000	-0.11200
6.760E-4	0.33000	-0.10400
6.764E-4	0.33000	-0.09600
6.768E-4	0.31000	-0.10400
6.772E-4	0.32000	-0.10400
